SubmissionDate,starttime,endtime,deviceid,subscriberid,simid,devicephonenum,username,duration,date,month,enumerator,caseid,province_id,district_id,sector_id,cell_id,village_id,district,market_id,market,feeder_id,feeder_name,monitoring_type,trucker_present,num_truckers,trucker_count,SET-OF-trucker,other_transp_mean,price_paid,number_farmers,other_transp,aggregator_transp,transp_crops,transp_crops_1,transp_crops_2,transp_crops_3,transp_crops_4,transp_crops_5,transp_crops_6,transp_crops_7,transp_crops_8,transp_crops_9,transp_crops_10,transp_crops_11,transp_crops_12,transp_crops_13,transp_crops_14,transp_crops_15,transp_crops_16,transp_crops_17,transp_crops_18,transp_crops_19,transp_crops_20,transp_crops_21,transp_crops_22,transp_crops_23,transp_crops_24,transp_crops_25,transp_crops_26,transp_crops_27,transp_crops_28,transp_crops_29,transp_crops_30,transp_crops_31,transp_crops_32,transp_crops_33,transp_crops_34,transp_crops_35,transp_crops_36,transp_crops_37,transp_crops_38,transp_crops_39,transp_crops_40,transp_crops_41,transp_crops_42,transp_crops_43,transp_crops_44,transp_crops_0,transp_crops__77,why_no_crops,no_crops_transp,crop_transp_count,SET-OF-crop_transp,sampled_road_taken,road_rehab,road_condition_new,photo_fr_end,gps_fr_end-Latitude,gps_fr_end-Longitude,gps_fr_end-Altitude,gps_fr_end-Accuracy,photo_fr_mid,gps_fr_mid-Latitude,gps_fr_mid-Longitude,gps_fr_mid-Altitude,gps_fr_mid-Accuracy,photo_fr_start,gps_fr_start-Latitude,gps_fr_start-Longitude,gps_fr_start-Altitude,gps_fr_start-Accuracy,any_comments,comments,instanceID,formdef_version,KEY
"Feb 1, 2023 7:18:59 AM","Feb 1, 2023 3:18:24 AM","Feb 1, 2023 7:17:37 AM",17f2c3c2ab13ed5c,,,,trucker_enum1,2241,"Feb 1, 2023",2,10,,2,23,2314,231402,23140203,Nyaruguru,230305096,Ndago,152,Ndago-Akavuguto-Rusenge,1,1,2,2,uuid:85a119d8-d81e-469a-8380-55d0866183ec/survey-trucker,,,3,0,0,2 7 32 42,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,4,uuid:85a119d8-d81e-469a-8380-55d0866183ec/survey-crop_transp,1,1,3,https://survey.wb.surveycto.com/view/submission-attachment/1675240215511.jpg?uuid=uuid%3A85a119d8-d81e-469a-8380-55d0866183ec,-2.6908322,29.5952978,1813.4,1.9,https://survey.wb.surveycto.com/view/submission-attachment/1675240391542.jpg?uuid=uuid%3A85a119d8-d81e-469a-8380-55d0866183ec,-2.6896344,29.5913903,1933.2,2.5,https://survey.wb.surveycto.com/view/submission-attachment/1675241189495.jpg?uuid=uuid%3A85a119d8-d81e-469a-8380-55d0866183ec,-2.6992991,29.5715948,1878.5,2.4,0,,uuid:85a119d8-d81e-469a-8380-55d0866183ec,2302010556,uuid:85a119d8-d81e-469a-8380-55d0866183ec
"Feb 2, 2023 2:24:13 AM","Feb 2, 2023 12:34:00 AM","Feb 2, 2023 2:23:24 AM",130ee526add3a047,,,,trucker_enum1,4037,"Feb 2, 2023",2,8,,3,36,3614,361401,36140105,Rusizi,361602115,Bambiro,134,Gitambi-Gashonga,1,1,1,1,uuid:f4fe2e2e-51f1-43bc-8866-c1706fd497b6/survey-trucker,,,7,1,1,8 30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,uuid:f4fe2e2e-51f1-43bc-8866-c1706fd497b6/survey-crop_transp,1,1,2,https://survey.wb.surveycto.com/view/submission-attachment/1675317379059.jpg?uuid=uuid%3Af4fe2e2e-51f1-43bc-8866-c1706fd497b6,-2.563324,28.9701587,1970.9,3.9,https://survey.wb.surveycto.com/view/submission-attachment/1675318968067.jpg?uuid=uuid%3Af4fe2e2e-51f1-43bc-8866-c1706fd497b6,-2.5605741,28.9600077,1850.4,3.9,https://survey.wb.surveycto.com/view/submission-attachment/1675320121178.jpg?uuid=uuid%3Af4fe2e2e-51f1-43bc-8866-c1706fd497b6,-2.5575867,28.9427627,1857.0,3.9,1,Unuhanda gitambi gashonga ho hameze neza uragendeka ariko umuhanda wa madaho nimubi cyane ntabwo ugendeka imvura yaguye ntamodoka yacamo.,uuid:f4fe2e2e-51f1-43bc-8866-c1706fd497b6,2302010556,uuid:f4fe2e2e-51f1-43bc-8866-c1706fd497b6
"Feb 2, 2023 2:27:38 AM","Feb 2, 2023 12:17:34 AM","Feb 2, 2023 2:26:36 AM",357005080041807,,,,trucker_enum1,1777,"Feb 2, 2023",2,13,,5,52,5214,521405,52140504,Nyagatare,521007080,Nyagatare,148,Nyabitekeri-Kabirizi-Ngoma-Gafaru-Kabusunzu (10.8km),1,1,1,1,uuid:8cfddc40-9085-40a5-ac60-fb295fefce9e/survey-trucker,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,2,https://survey.wb.surveycto.com/view/submission-attachment/1675315308721.jpg?uuid=uuid%3A8cfddc40-9085-40a5-ac60-fb295fefce9e,-1.3117756,30.183739,1447.4,7.8,https://survey.wb.surveycto.com/view/submission-attachment/1675317709086.jpg?uuid=uuid%3A8cfddc40-9085-40a5-ac60-fb295fefce9e,-1.2992393,30.257662,1405.1,6.7,https://survey.wb.surveycto.com/view/submission-attachment/1675318645278.jpg?uuid=uuid%3A8cfddc40-9085-40a5-ac60-fb295fefce9e,-1.295782,30.3227447,1345.3,7.3,1,Ibarurua cyagenze neza ark abahinzi kubera ibiciro byo kwisoko biri hasi yibiciro byo mu mudugudu batuyemo ntitwabashije kubatwarira imyaka,uuid:8cfddc40-9085-40a5-ac60-fb295fefce9e,2302010556,uuid:8cfddc40-9085-40a5-ac60-fb295fefce9e
"Feb 2, 2023 10:10:18 AM","Feb 2, 2023 1:18:15 AM","Feb 2, 2023 1:29:47 AM",ea42304a29e630e2,,,,trucker_enum1,2806,"Feb 2, 2023",2,12,,4,44,4405,440504,44050403,Burera,440306006,Nyagahinga,121,Kidaho-Nyagahinga-Gahunga (with access road Kanyirarebe-Gahunga),1,1,1,1,uuid:d37e3331-575c-4aba-ad3c-d8aba15364f8/survey-trucker,,,3,0,0,2 3 7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,uuid:d37e3331-575c-4aba-ad3c-d8aba15364f8/survey-crop_transp,1,0,1,https://survey.wb.surveycto.com/view/submission-attachment/1675323517452.jpg?uuid=uuid%3Ad37e3331-575c-4aba-ad3c-d8aba15364f8,-1.4322094,29.6782502,2226.7,4.9,https://survey.wb.surveycto.com/view/submission-attachment/1675323280068.jpg?uuid=uuid%3Ad37e3331-575c-4aba-ad3c-d8aba15364f8,-1.4286435,29.6837213,2242.1,5.0,https://survey.wb.surveycto.com/view/submission-attachment/1675320289493.jpg?uuid=uuid%3Ad37e3331-575c-4aba-ad3c-d8aba15364f8,-1.3717767,29.718935,2192.0,4.5,0,,uuid:d37e3331-575c-4aba-ad3c-d8aba15364f8,2302010556,uuid:d37e3331-575c-4aba-ad3c-d8aba15364f8
"Feb 2, 2023 12:37:27 PM","Feb 2, 2023 4:20:43 AM","Feb 2, 2023 11:44:16 AM",e5faef9840f9f96c,,,,trucker_enum1,4458,"Feb 2, 2023",2,24,,4,41,4109,410903,41090301,Rulindo,411203112,Remera,12,RUSINE MITARI KIRAMBO RUKIRANYA,1,1,1,1,uuid:b30072e7-f36e-4cf8-b92e-efe7c6ed2724/survey-trucker,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,1,https://survey.wb.surveycto.com/view/submission-attachment/1675330282004.jpg?uuid=uuid%3Ab30072e7-f36e-4cf8-b92e-efe7c6ed2724,-1.8006611,30.0799751,1386.4,0.7,https://survey.wb.surveycto.com/view/submission-attachment/1675332644408.jpg?uuid=uuid%3Ab30072e7-f36e-4cf8-b92e-efe7c6ed2724,-1.7790298,30.0199063,1885.7,1.8,https://survey.wb.surveycto.com/view/submission-attachment/1675334079269.jpg?uuid=uuid%3Ab30072e7-f36e-4cf8-b92e-efe7c6ed2724,-1.7812828,30.0012341,2055.6,1.7,1,"Farmers na Aggregator ba GASENGA village banze Isoko rya Remera riri nko muri 25 km
Ngo bajya murya Rusine ribegereye muri 3 km",uuid:b30072e7-f36e-4cf8-b92e-efe7c6ed2724,2302010556,uuid:b30072e7-f36e-4cf8-b92e-efe7c6ed2724
"Feb 3, 2023 4:37:06 AM","Feb 3, 2023 2:56:20 AM","Feb 3, 2023 4:23:24 AM",a045ee9cd906cb5d,,,,trucker_enum1,2944,"Feb 3, 2023",2,5,,2,23,2304,230401,23040102,Nyaruguru,230601097,Muganza,157,Muganza-Buruhukiro-Rubumburi-Rugerero-RDB Nyungwe,1,1,1,1,uuid:e0e37c0a-309a-4df6-859a-e6d1af95d4ef/survey-trucker,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,2,https://survey.wb.surveycto.com/view/submission-attachment/1675411224560.jpg?uuid=uuid%3Ae0e37c0a-309a-4df6-859a-e6d1af95d4ef,-2.6207431,29.4704074,2121.3,4.1,https://survey.wb.surveycto.com/view/submission-attachment/1675412848393.jpg?uuid=uuid%3Ae0e37c0a-309a-4df6-859a-e6d1af95d4ef,-2.6137467,29.4945653,2071.7,4.8,https://survey.wb.surveycto.com/view/submission-attachment/1675416083725.jpg?uuid=uuid%3Ae0e37c0a-309a-4df6-859a-e6d1af95d4ef,-2.6889542,29.500713,1952.2,3.9,1,Ntabwo umuhanda ugera kwisoko neza,uuid:e0e37c0a-309a-4df6-859a-e6d1af95d4ef,2302010556,uuid:e0e37c0a-309a-4df6-859a-e6d1af95d4ef
"Feb 3, 2023 8:11:03 AM","Feb 2, 2023 11:47:05 PM","Feb 3, 2023 2:23:51 AM",e5faef9840f9f96c,,,,trucker_enum1,3120,"Feb 3, 2023",2,24,,4,41,4104,410403,41040302,Rulindo,451201026,Gaseke,39,Gaseke-Muyanza,1,1,1,1,uuid:e1a5852e-9c72-4964-b295-90af318da899/survey-trucker,,,2,1,1,7 8 36 40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,4,uuid:e1a5852e-9c72-4964-b295-90af318da899/survey-crop_transp,0,0,1,https://survey.wb.surveycto.com/view/submission-attachment/1675403442228.jpg?uuid=uuid%3Ae1a5852e-9c72-4964-b295-90af318da899,-1.731993,30.076639,1572.9,4.6,https://survey.wb.surveycto.com/view/submission-attachment/1675403943767.jpg?uuid=uuid%3Ae1a5852e-9c72-4964-b295-90af318da899,-1.7359771,30.0789533,1503.2,0.8,https://survey.wb.surveycto.com/view/submission-attachment/1675405529047.jpg?uuid=uuid%3Ae1a5852e-9c72-4964-b295-90af318da899,-1.7700856,30.1228132,1446.5,0.7,1,"Twakoresheje umuhanda Kajevuba -Ntarabana-Kiyanza
Kubera ko umuhanda Gaseke - Muyanza wacitse",uuid:e1a5852e-9c72-4964-b295-90af318da899,2302010556,uuid:e1a5852e-9c72-4964-b295-90af318da899
"Feb 3, 2023 8:11:11 AM","Feb 3, 2023 6:26:47 AM","Feb 3, 2023 8:09:52 AM",e5faef9840f9f96c,,,,trucker_enum1,4514,"Feb 3, 2023",2,24,,4,45,4502,450202,45020203,Gicumbi,450301025,Byumba,119,Bwisige-Warufu-Rwasama-Byumba,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,3,https://survey.wb.surveycto.com/view/submission-attachment/1675423851001.jpg?uuid=uuid%3Ab3294438-8140-424d-b1c4-6dd66b77e2a0,-1.563692,30.1442414,1446.5,1.2,https://survey.wb.surveycto.com/view/submission-attachment/1675424750047.jpg?uuid=uuid%3Ab3294438-8140-424d-b1c4-6dd66b77e2a0,-1.5669968,30.1293644,1739.7,0.9,https://survey.wb.surveycto.com/view/submission-attachment/1675427400194.jpg?uuid=uuid%3Ab3294438-8140-424d-b1c4-6dd66b77e2a0,-1.5748386,30.0675926,2251.9,0.8,1,"Twasanze abahinzi bararangije gutanga umusaruro kubera ibigo by amashuri bisigaye biwubagurira
N abacuruzi bazana imodoka bakabagurira mu mudugudu ku giciro cyiza

Ikindi Isoko rya Byumba bavuga ko riri kure cyane y umudugufu
Imyaka yabo bayijyana Gihengeri Nyagatare",uuid:b3294438-8140-424d-b1c4-6dd66b77e2a0,2302010556,uuid:b3294438-8140-424d-b1c4-6dd66b77e2a0
"Feb 3, 2023 9:59:47 AM","Feb 3, 2023 5:42:57 AM","Feb 3, 2023 6:17:49 AM",52611b67606fea7b,,,,trucker_enum1,1717,"Feb 3, 2023",2,9,,5,52,5206,520607,52060702,Nyagatare,520606077,Matimba,141,Kagezi-Matimba (5km),1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,2,https://survey.wb.surveycto.com/view/submission-attachment/1675421257106.jpg?uuid=uuid%3A51bc629b-b1aa-4be6-898b-061cc837ef00,-1.119286,30.4244824,1412.2,2.1,https://survey.wb.surveycto.com/view/submission-attachment/1675422814277.jpg?uuid=uuid%3A51bc629b-b1aa-4be6-898b-061cc837ef00,-1.1193013,30.4245813,1313.7,1.8,https://survey.wb.surveycto.com/view/submission-attachment/1675423025737.jpg?uuid=uuid%3A51bc629b-b1aa-4be6-898b-061cc837ef00,-1.1192957,30.4244438,1429.7,1.3,0,,uuid:51bc629b-b1aa-4be6-898b-061cc837ef00,2302010556,uuid:51bc629b-b1aa-4be6-898b-061cc837ef00
"Feb 3, 2023 2:59:48 PM","Feb 3, 2023 2:46:25 PM","Feb 3, 2023 2:49:32 PM",17f2c3c2ab13ed5c,,,,trucker_enum1,187,"Feb 3, 2023",2,10,,2,23,2310,231002,23100202,Nyaruguru,230601097,Muganza,156,Giswi-Rugogwe-Kabere-Nshili Tea Factory-Kabere (Ruheru),0,1,1,1,uuid:517e210f-c5f4-405d-8e0a-61f6cee0bba1/survey-trucker,,,2,1,0,7 8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,uuid:517e210f-c5f4-405d-8e0a-61f6cee0bba1/survey-crop_transp,1,1,3,,,,,,,,,,,,,,,,0,,uuid:517e210f-c5f4-405d-8e0a-61f6cee0bba1,2302010556,uuid:517e210f-c5f4-405d-8e0a-61f6cee0bba1
"Feb 4, 2023 1:50:08 AM","Feb 4, 2023 12:17:06 AM","Feb 4, 2023 1:49:09 AM",599e279736d44288,,,,trucker_enum1,3898,"Feb 4, 2023",2,2,,2,24,2410,241004,24100402,Huye,241006041,Rugogwe,56,Save-Rugogwe,1,1,1,1,uuid:151ffcf9-7cb3-4e27-b92b-4fc40827afe2/survey-trucker,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,3,https://survey.wb.surveycto.com/view/submission-attachment/1675489092038.jpg?uuid=uuid%3A151ffcf9-7cb3-4e27-b92b-4fc40827afe2,-2.5117367,29.7509703,1720.1,3.9,https://survey.wb.surveycto.com/view/submission-attachment/1675490264331.jpg?uuid=uuid%3A151ffcf9-7cb3-4e27-b92b-4fc40827afe2,-2.5037798,29.7373574,1840.4,3.9,https://survey.wb.surveycto.com/view/submission-attachment/1675490871038.jpg?uuid=uuid%3A151ffcf9-7cb3-4e27-b92b-4fc40827afe2,-2.5037795,29.7373572,1840.4,4.3,1,"The road conditions to Gashikiri Village is very bad while the main road Save-Rugogwe is good it is recently rehabilitated, 
Farmers missed out the  transportation service because they didn't produce enough to use home and to sell because the season  was very bad.
I supposed to work with two truckers but one of them didn't come.",uuid:151ffcf9-7cb3-4e27-b92b-4fc40827afe2,2302031203,uuid:151ffcf9-7cb3-4e27-b92b-4fc40827afe2
"Feb 6, 2023 11:22:34 AM","Feb 5, 2023 11:30:40 PM","Feb 6, 2023 11:19:14 AM",355942113919769,635105043167981,8925010000431679818,,trucker_enum1,2355,"Feb 6, 2023",2,1,,5,56,5604,560401,56040105,Ngoma,560803056,Mutenderi,66,Kazo-mutenderi,1,1,2,2,uuid:0805d8c2-08eb-4bbf-b016-870aaf41be3c/survey-trucker,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,3,https://survey.wb.surveycto.com/view/submission-attachment/1675663434102.jpg?uuid=uuid%3A0805d8c2-08eb-4bbf-b016-870aaf41be3c,-2.2548307,30.5109006,1405.6,3.5,https://survey.wb.surveycto.com/view/submission-attachment/1675663832440.jpg?uuid=uuid%3A0805d8c2-08eb-4bbf-b016-870aaf41be3c,-2.2540522,30.5019749,1510.4,4.5,https://survey.wb.surveycto.com/view/submission-attachment/1675666533657.jpg?uuid=uuid%3A0805d8c2-08eb-4bbf-b016-870aaf41be3c,-2.272544,30.48942,1533.2,4.8,0,,uuid:0805d8c2-08eb-4bbf-b016-870aaf41be3c,2302031203,uuid:0805d8c2-08eb-4bbf-b016-870aaf41be3c
"Feb 7, 2023 2:49:16 AM","Feb 7, 2023 12:18:55 AM","Feb 7, 2023 2:40:47 AM",ea42304a29e630e2,,,,trucker_enum1,2558,"Feb 7, 2023",2,12,,4,43,4302,430201,43020103,Musanze,430803054,Musanze,132,Tete a Gauche-Gasanze-Karwasa,1,1,1,1,uuid:1be720fd-6207-4834-848c-007c56b084f4/survey-trucker,,,1,0,0,1 38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,2,uuid:1be720fd-6207-4834-848c-007c56b084f4/survey-crop_transp,1,0,1,https://survey.wb.surveycto.com/view/submission-attachment/1675753723297.jpg?uuid=uuid%3A1be720fd-6207-4834-848c-007c56b084f4,-1.4872652,29.6703614,1865.9,4.2,https://survey.wb.surveycto.com/view/submission-attachment/1675748076626.jpg?uuid=uuid%3A1be720fd-6207-4834-848c-007c56b084f4,-1.4985171,29.6584255,1827.3,4.4,https://survey.wb.surveycto.com/view/submission-attachment/1675755539018.jpg?uuid=uuid%3A1be720fd-6207-4834-848c-007c56b084f4,-1.5082248,29.6491795,1823.3,4.2,0,,uuid:1be720fd-6207-4834-848c-007c56b084f4,2302031203,uuid:1be720fd-6207-4834-848c-007c56b084f4
"Feb 7, 2023 11:15:32 AM","Feb 7, 2023 11:07:10 AM","Feb 7, 2023 11:15:22 AM",357005080041807,,,,trucker_enum1,492,"Feb 7, 2023",2,13,,5,53,5311,531105,53110508,Gatsibo,531004020,Ngarama,169,Gabiro-Rwangingo-Gatungo-Ngarama-Bugamba-Nyagahita (33 km),0,1,1,1,uuid:cb0d9e0f-b58a-4d3e-b89b-f7566213be1d/survey-trucker,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,3,,,,,,,,,,,,,,,,1,"Ryagenze neza nubwo twabuze umusarururo kuberako abahinzi isoko twahisemo ntabwo baryishimiye kuko ibiciro biba aribimwe bavugako amasoko yo muturere ibiciro biba ari bimwe kireka iyo bavuye mu karere barya mukandi
Ikindi kibazo nabonye nkuko byari bizwi ko mudugudu ariwe ukorana numushoferi siko byagenze yaraye abwiye ko ahari ariko mugitondo ndamubura bituma dufata umwe mubahinzi aramusimbura
Uko Niko ibarura cyagenze.",uuid:cb0d9e0f-b58a-4d3e-b89b-f7566213be1d,2302031203,uuid:cb0d9e0f-b58a-4d3e-b89b-f7566213be1d
"Feb 7, 2023 10:49:43 PM","Feb 7, 2023 4:09:29 AM","Feb 7, 2023 4:40:03 AM",52611b67606fea7b,,,,trucker_enum1,635,"Feb 7, 2023",2,9,,5,52,5204,520407,52040704,Nyagatare,520406076,Katabagemu,145,Nyakigando-Mimuli (16.3km),1,1,1,1,uuid:434a6b1d-63b0-42b0-a70d-e72060b3259a/survey-trucker,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,2,https://survey.wb.surveycto.com/view/submission-attachment/1675761193383.jpg?uuid=uuid%3A434a6b1d-63b0-42b0-a70d-e72060b3259a,-1.4817703,30.2962243,1501.3,1.4,https://survey.wb.surveycto.com/view/submission-attachment/1675761834384.jpg?uuid=uuid%3A434a6b1d-63b0-42b0-a70d-e72060b3259a,-1.4612409,30.304558,1473.9,0.8,https://survey.wb.surveycto.com/view/submission-attachment/1675762777351.jpg?uuid=uuid%3A434a6b1d-63b0-42b0-a70d-e72060b3259a,-1.4372692,30.323647,1550.0,1.8,0,,uuid:434a6b1d-63b0-42b0-a70d-e72060b3259a,2302031203,uuid:434a6b1d-63b0-42b0-a70d-e72060b3259a
"Feb 8, 2023 1:37:38 AM","Feb 6, 2023 1:47:40 AM","Feb 6, 2023 2:28:27 AM",e887006fe94d1976,,,,trucker_enum1,2207,"Feb 6, 2023",2,23,,3,32,3201,320104,32010403,Rutsiro,320101116,Kabahima,188,Boneza-Nyakabanda-Musasa (13.9km),1,1,1,1,uuid:dc20eede-ee49-465d-94e7-e0d1b4c94e95/survey-trucker,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,,1,,1,0,1,https://survey.wb.surveycto.com/view/submission-attachment/1675666478708.jpg?uuid=uuid%3Adc20eede-ee49-465d-94e7-e0d1b4c94e95,-1.9198083,29.3020765,1611.1,4.5,https://survey.wb.surveycto.com/view/submission-attachment/1675666739584.jpg?uuid=uuid%3Adc20eede-ee49-465d-94e7-e0d1b4c94e95,-1.9198071,29.3020747,1612.5,4.9,https://survey.wb.surveycto.com/view/submission-attachment/1675668138504.jpg?uuid=uuid%3Adc20eede-ee49-465d-94e7-e0d1b4c94e95,-1.9004715,29.2960218,1675.6,4.6,1,Kabahima nta soko ry imyaka riharemera ni Ama boutique gusa Imyaka abaturage bayitwara mu bwato kugera bracerie kuko umuhanda ni mubi cyane ntago ukoze kuba nkomero-Boneza-Nyakabanda-Kaganza,uuid:dc20eede-ee49-465d-94e7-e0d1b4c94e95,2302031203,uuid:dc20eede-ee49-465d-94e7-e0d1b4c94e95
"Feb 8, 2023 2:37:24 AM","Feb 8, 2023 1:41:57 AM","Feb 8, 2023 2:32:41 AM",e5faef9840f9f96c,,,,trucker_enum1,2039,"Feb 8, 2023",2,24,,4,41,4110,411002,41100206,Rulindo,411203112,Remera,61,Ngoma-Mbogo,0,1,1,1,uuid:49f3f118-cefc-4f51-83dc-cf21cb4de00b/survey-trucker,,,4,0,0,1 8 21 -77,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,4,uuid:49f3f118-cefc-4f51-83dc-cf21cb4de00b/survey-crop_transp,1,0,2,,,,,,,,,,,,,,,,1,"Abashoferi batsindiye amasezerano ni 2 
Umwe imodoka ye iri mu igaraji

Undi telephone ye icamo ariko ntayifata.
Byabaye mgombwa kwitabaza Indi modoka idafite amasezerano.",uuid:49f3f118-cefc-4f51-83dc-cf21cb4de00b,2302031203,uuid:49f3f118-cefc-4f51-83dc-cf21cb4de00b
"Feb 8, 2023 4:34:11 AM","Feb 8, 2023 3:02:28 AM","Feb 8, 2023 4:33:57 AM",a045ee9cd906cb5d,,,,trucker_enum1,3484,"Feb 8, 2023",2,5,,2,23,2305,230505,23050502,Nyaruguru,231305099,Ruramba,154,Kibeho-Mata-Ruramba,1,1,1,1,uuid:aa6faf87-7bb5-4e6e-ad7d-9d323b700a28/survey-trucker,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,1,3,https://survey.wb.surveycto.com/view/submission-attachment/1675845070299.jpg?uuid=uuid%3Aaa6faf87-7bb5-4e6e-ad7d-9d323b700a28,-2.5973422,29.5477213,1911.6,4.9,https://survey.wb.surveycto.com/view/submission-attachment/1675847091564.jpg?uuid=uuid%3Aaa6faf87-7bb5-4e6e-ad7d-9d323b700a28,-2.5857352,29.5416992,1918.5,4.9,https://survey.wb.surveycto.com/view/submission-attachment/1675848647218.jpg?uuid=uuid%3Aaa6faf87-7bb5-4e6e-ad7d-9d323b700a28,-2.560518,29.5310792,2040.8,4.8,1,"Farmers didn't participate in transportation services because:
*Market is far from their Village
*The price for the crop harvest in the village is the same as at the market.
*This season didn't go well, the harvest was very low.",uuid:aa6faf87-7bb5-4e6e-ad7d-9d323b700a28,2302031203,uuid:aa6faf87-7bb5-4e6e-ad7d-9d323b700a28
"Feb 8, 2023 7:20:49 AM","Feb 8, 2023 3:29:58 AM","Feb 8, 2023 6:14:41 AM",0a6343432458f761,,,,trucker_enum1,831,"Feb 8, 2023",2,19,,3,34,3404,340406,34040604,Nyabihu,340104066,Kora,198,Kajagari-Kabatwa (6km),0,1,1,1,uuid:c824fc0f-83a2-4268-9712-553443a09815/survey-trucker,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,2,,,,,,,,,,,,,,,,0,,uuid:c824fc0f-83a2-4268-9712-553443a09815,2302031203,uuid:c824fc0f-83a2-4268-9712-553443a09815
